187,8B2B-86A0682C7ECD,Actualizaciones de los planes de estudios de los cursos: 1) Dibujo Geológico Estructural (2005); 2) Geología de México (2015)  Participación en las academias de: 1) Materiales de la Corteza; 2) Geología de Exploración
188,B2B9-C9CB95F55072,Modificación y actualización programa geología estructural 1  carrera ingeniero en geología
189,8B07-A4FEB5EE43AD,- Se ha vinculado a los alumnos del Área Ciencias de la Tierra de la Carrera de Ing. en Geología con la Cámara Minera de México para el Otorgamiento de becas económicas a alumnos sobresalientes  desde el año 2010 hasta la fecha.  - Se Organizó un Curso Teó
192,9F2E-690464EFFA85,He participado activamente en diferentes actividades  que incluyen la gestión administrativa-académica  y donde he colaborado en la revisión/actualización de contenidos de materias  como petrología metamórfica; petrología ígnea y practicas profesionales. H
193,8E44-4CD5A2183D30,#¿NOMBRE?
194,8B39-6475BF5A282E,Participación en las actualizaciones y modificaciones requeridas para la adecuación de acuerdo a los avances tecnológicos del plan de estudios y materias de la carrera de ingeniero geólogo en las materias de Exploración Geológica y Métodos de Perforación
195,8124-EC5803EE2762,Diseño  estructura y jerarquía de los contenidos de las materias de Computación Aplicada A  B y C  en la carrera de Ingeniero Geólogo.    Participación en la academia de Geología Aplicada  para toma de decisiones colegiadas en la carrera de ingeniero Geólo
196,997A-AB1828654532,Comisionado para desarrollar actividades de apoyo que incidieron en la acreditación internacional (EUR-ACE a través del ANECA) y en la reacreditación nacional (CACEI) de la carrera de Ingeniería en Geología  en el periodo comprendido entre mayo de 2015 y m
197,A671-CCC4DB53F52B,Jefe del Área Ciencias de la Tierra a partir del año 2004. En este periodo me ha correspondido la responsabilidad de organizar los trabajos de los profesores para lograr 4 re-acreditaciones  (2006  2011  2016  2021) del programa de Ingeniería en Geología y
198,A8BC-DB8861AF4656,#¿NOMBRE?
199,A64C-59DFAE96FC05,En la Facultad de Ingeniería de la UASLP he participado como presidente de la Academia de Técnicas del Aprendizaje   del Seminario Integrador IV y de Liderazgo y Emprendimiento. En las tres academias presenté materiales complementarios para la formación de
200,8786-0DCD2FE4090B,POR MEDIO DE ESTE ESPACIO HAGO MENCIÓN DE LA IMPORTANCIA DE LA MATERIA DE GEOFISICA APLICADA PARA QUE LOS ALUMNOS LA CURSEN EN EL ULTIMO SEMESTRE  DEBIDO A QUE ASIMILARAN MAS LOS CONOCIMIENTOS BÁSICOS DE LA GEOFISICA Y SU APLICACIÓN EN SU PROFESIÓN  ACTUAL
201,9342-061E0F0BC6B4,Actualmente soy miembro del comité curricular  en la academia de termodinámica estamos trabajando en la actualización del plan de estudios. Se busca pasar las materias a espacios de formación.
202,BB8F-435F127F2A7E,La creación de la asignatura de Proyecto Integrador  para las carreras de Mecánico  Mecánico Administrador  Mecánico Electricista  Mecatrónico y Electricidad y Automatización (2013)  Coordinación  organización y desarrollo delas Expo Proyecto Integrador y 
203,B311-E68931130BE5,LIBRO: TÉCNICAS DE CARACTERIZACIÓN Y PROCEDIMIENTOS EMPLEADOS EN LA MINERALOGÍA APLICADA AL BENEFICIO DE MINERALES  editorial IBUKKU  publicado en 2021   ISBN: 978-1-64086-926-4  ebook: 978-1-64086-927-1. Este libro se utiliza como bibliografía básica de a
204,8802-DF575AF48C52,?Análisis Curricular del Área de Materias Comunes? Jefe M.A. Enrique Zermeño Perez.  Miembro de la Comisión de Desarrollo Curricular 2019-2020.  Planteamiento de programa para la materia de Dibujo para Ingeniería Mecánica y su implementación.
205,9587-38536DC7DEF8,NULL
206,8196-F135D52B74FE,El diseño  el desarrollo de los planes de estudio y el contenido de las materias de Licenciatura de las materias: Cerámicos  Formado de Materiales  Laboratorio de Formado de la carrera de Ingeniero Metalurgista y de Materiales. Y el diseño de los planes de
207,A8F8-E95C79976CBE,Apoyé en la elaboración del programa de la materia Habilidades Socio Afectivas y éticas  así como su implementación y puesta en marcha. También he apoyado em la  interpretación de los datos de las pruebas TERMAN  GORDON  entre otras que fueron aplicadas a 
208,B6B7-6D3D31284E60,Participación activa en las Academias de las asignaturas impartidas.
209,86A4-7121696F4C82,yo tengo mis propios apuntes de la materia de estatica que comparto con mis alumnos en pdf  ahora con mayor razon por la pandemia .
210,AE8D-E5CD887CE287,Se ha trabajado en el programa educativo en las Actualizaciones Curriculares del  PE IMA 2014  2015   2019 y 2021 .  Se trabaja  con el PE IMA  en la parte de vinculación  con alumnos   que requieren soporte en sus trámites de Practicas Profesionales como 
211,9D58-CCD553319E8A,Apoyo en la modificación del programa de la materia Química Orgánica Ambiental
212,AD95-FFF7D1BFB099,En el año 2019 diseñe dos nuevos cursos del programa académico de Ingeniería Ambiental  basados en mi experiencia académica y profesional y las sugerencias de otros profesores del área. Los cursos fueron: Probabilidad y Estadística  Inferencia Estadística.
213,B176-B8E05100F393,Participación en la revisión de la documentación para la mejora del Plan de Estudios de la carrera de Ingeniero Agroindustrial en la Coordinación Académica región Altiplano Oeste  UASLP.  Participación en la revisión de la documentación para la mejora del 
214,BAE6-8C795CF7F1B0,Participación en las reuniones periódicas de la academia de Termodinámica. Mis principales participación están relacionadas con  la carga académica del alumno  la falta de coordinación entre la teoría y el  laboratorio  lo cual confunde a los estudiantes y
215,B116-2A08D08D3E53,Presidente de la Academia de Calidad del Área Mecánica y Eléctrica.    Secretario de la Academia de Industria y Medio Ambiente del Área Mecánica y Eléctrica
216,B548-C001774C5E41,APOYO EN PROYECTOS A LOS ALUMNOS DE LA MATERIA DE DESARROLLO DE  PROYECTOS  SECRETARIA ACADEMICA DE LA ACADEMIA DE GESTIÓN DE RIESGOS
217,95A7-77393E09179F,­Asesoría en trabajo recepcional para obtener el título de Ingeniero Mecánico Administrador. Presidenta y Secretaria de diferentes academias como: Ingeniería Industrial  Computación y Calidad. Área Mec-Elec. Coordinación de cuatro estudios de tiempos y mov
218,AAA3-DB11D6BC67F5,He participado como Secretario y Presidente de la academia de Prevención y Control  asi como en la reestructuración del Plan de Estudios de la Carrera de Ingeniería Ambiental (Junio de 2019)  acreditación de la carrera en CACEI y ANECA  evaluación de incor
219,9545-82F9E09C6B90,Propuesta de actualización para plan de estudio adecuado a las necesidades industriales y de investigación de hoy en dia.     Cambio en el paradigma educativo de enseñanza. 
220,A866-EB93C1A69B3E,Con la experiencia laboral y de investigación en el ámbito de la Geología en las ciencias aplicadas que he tenido  me ayudaron a profundizar en los conocimientos básicos que los estudiantes de la licenciatura de Ingeniería en Geología deben de tener y que 
244,8F56-F9AA6096D2CA,Participación en el diseño de asignatura(s) del PE: Agricultura de Precisión  Modelos Digitales del Terreno y Análisis Espacial en la Mercadotecnia. Análisis de indicadores del PE: Involucramiento en la preparación del Informe de Medio Término. Participaci
245,B0BC-B5007BAAE968,Elaboración del Prontuario de Prácticas del Laboratorio de Dispositivos Semiconductores (Ingeniería en Computación).  Instructor de Laboratorio en el Laboratorio de Electrónica y Sistemas Digitales (LESD  Ingeniería en Computación).  Actualización de los P
246,8848-48AE333AF935,Mejora Continua en la Preparación y Actualización de Programas de las siguientes materias:      Dibujo Asistido por Computadora    Diseño Asistido por Computadora  Geometría Proyectiva  Geometría Descriptiva    Y Elaboracion de las Practicas de los siguien
278,A719-7932825DC436,Participación como ponente en Congresos: 08 https://congressspeakeredgarjimenez.blogspot.com/2019/07/blog-post.html    Ponente de Conferencias: 51 https://conferencesedgarjimenez.blogspot.com/2019/07/conferences-2019-science-for-kids-and.html    Evaluación
279,BCB1-60E44234BC48,Ajuste curricular para la Licenciatura en Ingeniería Agroindustrial. Facultad de  Ingeniería 2018
280,9FF4-644CD34EC2BB,#¿NOMBRE?
281,994F-AD3BA9EF5F86,Dentro de las actividades profesionales que contribuyen a la mejora del programa educativo de la carrera de Ingeniería Agroindustrial destaco que he participado en la Propuesta de modificación curricular de la carrera de Ingeniería Agroindustrial así como 
282,9BAB-6B6142FED5C5,En el área de Ingeniería Agroindustrial  a través de las asignaturas de Química Agroindustrial y Bioquímica se ha incentivado el ajuste curricular de sus programas acorde al perfil de egreso en sus habilidades de investigación e innovación. Por otra parte 
283,BC4D-CAA4E3DE6CC4,Participación en el diseño del temario de las materias DIBUJO INDUSTRIAL y DISEÑO ASISTIDO POR COMPUTADORA. 
284,9530-9ECECA695F0B,Ajuste Curricular para el Programa Educativo Ingeniería Agroindustrial. Mayo de 2018
285,9747-92D2EB3B23CC,Participación en la Academia de Transformación y la contribución en la actualización del manual del Laboratorio de Microbiología de acuerdo a las normativa vigente.   
286,991C-FA129880F0E0,#¿NOMBRE?
287,BF0F-B6908F5180F8,Participación en el ajuste para la materia de Motores Gráficos para la carrera de Sistemas Inteligentes en enero del 2022  realizando cambios en el plan de estudios y la organización de los temas.
288,AB58-C0CFB51A6607,Elaboración de programa analítico de las materias de:  - Redes y Ciberseguridad.  - Fundamentos de Seguridad Informática.  - Anonimato y Privacidad.  - Criptografía.  Participación de las actividades de la Academia de Redes y Ciberseguridad.  Apoyo en Acti
289,8FA6-5A5255158C80,Elaboración de temarios de materias como Fundamentos de Inteligencia Artificial para los programas de Ingeniería en Computación (IC) e Ingeniería en Sistemas Inteligentes (ISI). Elaboración de temarios para las materias del área de énfasis en Robótica Inte
290,BECB-C0B6A90CCD7C,Presidente de la Academia de Ingeniería de Software y Bases de Datos  2017 - 2022  participación en la actualización del plan de estudios del PE Ingeniería en Computación en 2018 y en 2019. Establecimiento de contacto y comunicación con empresas y compañía
291,A64D-412F84DB591F,Participación en el diseño del contenido de la asignatura de Probabilidad y Estadística para la carrera de  Sistemas Inteligentes  en el Área de Ciencias de la Computación  Facultad de Ingeniería   Univesidad Autónoma de San Luis Potosí 
292,BC59-07B3968B921B,DISEÑO DE LAS ASIGNATURAS DE DISEÑO DE JUEGOS Y ARTE CONCEPTUAL PARA VIDEOJUEGOS.
293,8535-4D66704CA1C0,Participación en la Comisión Curricular para la actualización de los planes de estudio de las carreras de Ingeniero en Computación e Ingeniero en Informática. Además de la carrera de nueva creación de Ingeniero en Sistemas Inteligentes.  Participación en A
294,BE57-4684CED28435,Diseño en la estructura curricular de las materias de Administración de Proyectos I y Administración de Proyectos II
295,AF96-D1BC7AFA1A2E,Miembro de la Academia de Redes y Ciberseguridad  y presidente de la misma desde octubre del 2024. Autor de la mayoría de los análisis que esta Academia realizó para tratar de mejorar el desempeño de los estudiantes de Ingeniería en Computación en el exame
296,A15D-2E4B23F44404,PARTICIPACIÓN ACTIVA EN LA PROMOCIÓN DEL USO DE TI PARA LA ENSEÑANZA SIENDO MIEMBRO E INSTRUCTOR DEL COMITÉ ACADÉMICO - ESTRATEGIA EDUCATIVA DIGITAL
297,95E4-6639588A7229,Revisora del programa analítico de la asignatura de Bases de Datos del plan de estudios de la carrera de Ingeniería en Sistemas Inteligentes.
298,9B6B-0778772B83BD,Presidente de la Academia de Interacción y Videojuegos  participación en diversas actividades del Área como asesor de Proyecto Integrador y de alumnos de servicio social  al igual que en actividades de difusión y divulgación. Creación de los temarios de la
