385,A7AB-C2055831FEE5,Asociación de Ingenieros de Minas  Metalurgistas y Geologos de México . Distrito SLP,2,Coordinador de Metalurgia
386,A1E6-32C8D1074952,FACULTAD DE INGENIERIA UASLP,16,CATEDRATICO
387,A1E6-32C8D1074952,UNIVERSIDAD TECMILENIO,7,CATEDRATICO MAESTRIA
388,82B9-39B6BEF40813, Asociación de Ingenieros de Minas  Metalurgistas y Geólogos de México  A.C.,2,Miembro
389,B3D1-EA74037D96B3,SOCIEDAD GEOLOGICA MEXICANA,2,SECRETARIO
390,8DA2-BF0ED1B77A29,Sociedad Mexicana de Ingeniería Mecánica,1,Asociado
391,B0BC-B5007BAAE968,Registro de Pares para la Evaluación Diagnóstica y Formativa (REPEV) del Sistema de la Evaluación y Acreditación de la Educación Superior (SEAES) ,1,Integrante
392,9E0E-ED1070B91549,ORCID,1,APORTADOR
393,AF61-CCDA86355C16,CAMARA MEXICANA DE LA CONSTRUCCION,2,MIEMBRO
394,ABEC-0B60A0FEF856,Asociacion Mexicana de Ingenieria de Vias Terrestres  A. C.,1,Miembro
395,BC0B-61AA180538EC,Colegio de Ingenieros Civiles,1,Miembro
396,9AE5-47D36683045F,Secretaría de Ciencia  Humanidades  Tecnología e Innovación,5,Miembro del SNII
397,9AE5-47D36683045F,Consejo Potosino de Ciencia y Tecnología,3,Miembro del Sistema Estatal de Investigadores
398,8FA6-5A5255158C80,Institute of Electrical and Electronics Engineers (IEEE),3,Professional (2023-2025)
399,B40A-259F9C61D2E1,Instancia Municipal de la Mujer,1,Consejera
400,B40A-259F9C61D2E1,AMIVTAC,NULL,tesorera
401,88D0-287AAC02A8CA,Grupo de Investigación en Tecnología Educativa e Innovación,4,Miembro
402,A7E7-D92B4766AE06,Sociedad Mexicana de Materiales,9,Socio
403,BECB-C0B6A90CCD7C,AMEXCOMP  Academia Mexicana de Computación,1,Miembro
404,AB0B-2280B9319BF9,Red de Evaluadores de Solacyt,1,Miembro
405,AB0B-2280B9319BF9,Red Potosina de Mujeres por la Ciencia,1,Miembro
406,94D6-EC76BCD5E666,Sociedad Latinoamericana de Percepción Remota y Sistemas de Información Espacial,3,Socio
407,8188-55BC7A29B663,Congreso de posgrados facultad de estomatología UASLP,2,Comisión de tecnología
408,8A83-0E141216DFFB, CENEVAL (Comité Académico para la Validación de Reactivos del Examen General para el Egreso de la Licenciatura (EGEL Plus) en Ing. Computacional EGEL+D-ICOMPU),1,Integrante
409,8A83-0E141216DFFB, Comité Mexicano de Informática A.C,1,Delegada Estatal
410,B5A6-1460745FED4B,Olimpiada Potosina de Informática,2,Lider técnico
411,9839-3CF62708AA7C,NULL,NULL,NULL
425,92D3-DE2FD95F7A75,Asociación de abogados A.C. DE S.L.P.,25,Miembro activo 
430,9715-ABECE3F59367,CACEI A.C.,20,Responsable
431,BCFD-58A9A9A139DD,Network for Astronomy School Education - IAU,12,Chair for México
432,BCFD-58A9A9A139DD,Red de Popularización de la Ciencia y la Tecnología de América Latina y el Caribe,3,Socio
433,BCFD-58A9A9A139DD,Recreación en Cadena AC  Red Mexicana de Ciencia Recreativa,10,Directivo
434,A978-0FA3F5F359FE,CANACO,10,SOCIO EMPRESARIAL
435,A978-0FA3F5F359FE,CANACINTRA,11,SOCIO EMPRESARIAL
436,A978-0FA3F5F359FE,APCIE,6,SOCIO DE LA CAMARA
437,A978-0FA3F5F359FE,NAFA,4,INGENIERO EN CALIDAD DE AIRE
438,A978-0FA3F5F359FE,ROTARACT - ROTARY.,10,APOYOS SOCIALES EVENTUALES
439,8449-F50A127922A7, Asociación Mexicana de Adsorción A.C. (AMDA),3,miembro 
440,8449-F50A127922A7, Sociedad Mexicana de Materiales A.C. (SMMater),7,miembro
441,8449-F50A127922A7,Sociedad Mexicana de Ciencia y Tecnología de Superficies y Materiales A. C. ,3,miembro
442,8449-F50A127922A7,Asociación Mexicana de Carbono (AMEXCarb),1,miembro
443,9926-1F04C0461704,Materials Research Society,4,Miembro de la Sociedad de investigación de Materiales EUA
447,9926-1F04C0461704,CENEVAL,5,Miembro del consejo técnico del examen de IMECA 
448,9926-1F04C0461704,CACEI,3,Evaluador en programa de Ingeniería
