197,A64C-59DFAE96FC05,Taller para Directores de Autoestudio FIMPES,2017,Federación de Instituciones Mexicanas Particulares de  Educación Superior FIMPES México,5
198,A64C-59DFAE96FC05,Taller de Integración y Liderazgo,2018,Universidad Marista de San Luis Potosí México,9
199,A64C-59DFAE96FC05,Curso de Estrategia de Redes Sociales con Resultados de Negocios,2016,Intelekia México,20
200,A64C-59DFAE96FC05,Congreso de Internacionalización Estrategias para formar ciudadanos globales en el nuevo contexto Internacional,2021,Universidad Anahuac México,20
201,86A4-7121696F4C82,opus planetv.2014,2016,facultad del habitat  de la uaslp México,30
202,86A4-7121696F4C82, CURSO EDIFICIOS   LOCALES E INSTALACIONES,2016,COSEHI(CONSULTORIA EN SEGURIDAD E HIGIENE) México,12
203,86A4-7121696F4C82,CURSO TRABAJOS EN ALTURA ,2016,COSEHI(CONSULTORIA EN SEGURIDAD E HIGIENE) México,8
204,86A4-7121696F4C82,CURSO SOLDADURA Y CORTE,2017,COSEHI(CONSULTORIA EN SEGURIDAD E HIGIENE) México,8
205,86A4-7121696F4C82,CURSO SISTEMAS Y DISPOSITIVOS DE SEGURIDAD EN MAQUINARIA,2017,COSEHI(CONSULTORIA EN SEGURIDAD E HIGIENE) México,12
206,86A4-7121696F4C82,CURSO MANTENIMIENTO DE INSTALACIONES ELECTRICAS,2017,COSEHI(CONSULTORIA EN SEGURIDAD E HIGIENE) México,8
207,86A4-7121696F4C82,CURSO EQUIPO DE PROTECCION PERSONAL ,2017,COSEHI(CONSULTORIA EN SEGURIDAD E HIGIENE) México,4
209,9342-061E0F0BC6B4,Taller,2016,Universidad de Guanajuato México,6
210,9342-061E0F0BC6B4,Taller,2016,Instituto de Investigación y Comunicación Óptica/UASLP México,4
211,8EE9-0138718CA1BB,AUDITOR ISO 9001:2015,2016,Universidad MABE Mexico,33
212,8EE9-0138718CA1BB,CREO - BASICO,2016,Universidad MABE Mexico,81
213,8EE9-0138718CA1BB,EXCEL AVANZADO,2016,Universidad MABE Mexico,16
214,8EE9-0138718CA1BB,Academia Lean Fundamentos Lean,2021,Universidad MABE Mexico,1
215,8EE9-0138718CA1BB,Green BELT,2016,Universidad MABE Mexico,120
216,8EE9-0138718CA1BB,Heat Management / Thermals,2018,Universidad MABE Mexico,8
217,8EE9-0138718CA1BB,Introducción Al GEHS,2020,Universidad MABE Mexico,2
218,8EE9-0138718CA1BB,PRESENTACIONES EFECTIVAS,2017,Universidad MABE Mexico,16
219,8EE9-0138718CA1BB,Trabajo en Equipo y Colaboración,2018,Universidad MABE Mexico,24
220,8EE9-0138718CA1BB,Academia Lean Trabajo Estándar,2021,Universidad MABE Mexico,1
221,8EE9-0138718CA1BB,"lntroducción a la Normativa de la Facultad de Ingeniería""",2021,UASLP Mexico,9
222,BB8F-435F127F2A7E,Curso Avanzado de Mecánica de Sólidos,2018,UASLP México,32
223,BB8F-435F127F2A7E,Cuida Tus Manos,2018,Grupo URREA México,2
224,BB8F-435F127F2A7E,Teoría del Fuego ? Uso y Manejo de Extintores,2019,UASLP México,2
225,BB8F-435F127F2A7E,Implementación de la Metodología de las 5?s,2019,UASLP México,30
226,BB8F-435F127F2A7E, Diseño Robusto Basado en el Método Científico Experimental,2020,UASLP México,32
227,BB8F-435F127F2A7E,Cuidado de Personas Adultas Mayores ante el COVID19,2020,IMSS México,2
228,BB8F-435F127F2A7E,Enfermedad por Corona Virus 19,2020,IMSS México,10
229,BB8F-435F127F2A7E,Plan de Acción para el Hogar ante COVID19,2020,IMSS México,1
230,BB8F-435F127F2A7E,Recomendaciones para el Retorno Laboral,2020,IMSS México,5
231,BB8F-435F127F2A7E,Todo por una Movilidad Segura,2020,IMSS México,10
232,BB8F-435F127F2A7E,Todo sobre la Prevención de COVID19,2020,IMSS México,3
233,A7E7-D92B4766AE06,Diplomado en Gestión de Proyectos e Innovación,2015,Consejo Potosino de Ciencia y Tecnología México,165
234,A7E7-D92B4766AE06,Normativa ISO/TS 16949,2016,GAME México,39
235,A7E7-D92B4766AE06,CQI-9 Proceso especial: Evaluación del Sistema de Tratamiento Térmico,2017,Plexus México,16
236,A7E7-D92B4766AE06,6 Sigma and Continuous Improvement: Product Problem Solving,2017,Cummins Grupo Industrial México,24
237,A7E7-D92B4766AE06,6 Sigma and Continuous Improvement: Process Re (Design),2017,Cummins Grupo Industrial México,16
238,A7E7-D92B4766AE06,Formación de Auditores Internos en ISO 50001:2011 Sistema de Gestión de la Energía,2018,Corporación empresarial ECO México,16
239,A7E7-D92B4766AE06,Project management,2017,Cummins Grupo Industrial México,24
240,AC0C-96144F0179CC,Encuentro de Adsorción,2020,ASOCIACION MEXICANA DE ADSORCIÓN CV México,4
